year,site,taxa,species,count,funct_group
2012,AQUE,FISH,Sebastes atrovirens,19,piscivores
2012,AQUE,FISH,Sebastes mystinus,8,planktivorous.fish
2012,AQUE,FISH,Sebastes serranoides,0,piscivores
2012,AQUE,FISH,Semicossyphus pulcher,0,lg.inv.eating.fish
2012,BULL,FISH,Alloclinus holderi,0,mobile.sm.inv.eating.fish
2012,BULL,FISH,Chromis punctipinnis,0,planktivorous.fish
2012,BULL,FISH,Embiotoca jacksoni,0,mobile.sm.inv.eating.fish
2012,BULL,FISH,Embiotoca lateralis,0,mobile.sm.inv.eating.fish
2012,BULL,FISH,Girella nigricans,0,herbivorous.fish
2012,BULL,FISH,Hypsypops rubicundus,0,mobile.sm.inv.eating.fish
2012,BULL,FISH,Lythrypnus dalli,0,territor.sm.inv.eating.fish
2012,BULL,FISH,Oxyjulis californica,0,mobile.sm.inv.eating.fish
2012,BULL,FISH,Paralabrax clathratus,0,piscivores
2012,BULL,FISH,Rhacochilus vacca,0,mobile.sm.inv.eating.fish
2012,BULL,FISH,Rhinogobiops nicholsii,0,territor.sm.inv.eating.fish
2012,BULL,FISH,Sebastes atrovirens,0,piscivores
2012,BULL,FISH,Sebastes mystinus,0,planktivorous.fish
2012,BULL,FISH,Sebastes serranoides,0,piscivores
2012,BULL,FISH,Semicossyphus pulcher,0,lg.inv.eating.fish
2012,CARP,FISH,Alloclinus holderi,0,mobile.sm.inv.eating.fish
2012,CARP,FISH,Chromis punctipinnis,0,planktivorous.fish
2012,CARP,FISH,Embiotoca jacksoni,3,mobile.sm.inv.eating.fish
2012,CARP,FISH,Embiotoca lateralis,0,mobile.sm.inv.eating.fish
2012,CARP,FISH,Girella nigricans,1,herbivorous.fish
2012,CARP,FISH,Hypsypops rubicundus,0,mobile.sm.inv.eating.fish
2012,CARP,FISH,Lythrypnus dalli,0,territor.sm.inv.eating.fish
2012,CARP,FISH,Oxyjulis californica,6,mobile.sm.inv.eating.fish
2012,CARP,FISH,Paralabrax clathratus,0,piscivores
2012,CARP,FISH,Rhacochilus vacca,6,mobile.sm.inv.eating.fish
2012,CARP,FISH,Rhinogobiops nicholsii,3,territor.sm.inv.eating.fish
2012,CARP,FISH,Sebastes atrovirens,0,piscivores
2012,CARP,FISH,Sebastes mystinus,0,planktivorous.fish
2012,CARP,FISH,Sebastes serranoides,0,piscivores
2012,CARP,FISH,Semicossyphus pulcher,0,lg.inv.eating.fish
2012,GOLB,FISH,Alloclinus holderi,0,mobile.sm.inv.eating.fish
2012,GOLB,FISH,Chromis punctipinnis,0,planktivorous.fish
2012,GOLB,FISH,Embiotoca jacksoni,2,mobile.sm.inv.eating.fish
2012,GOLB,FISH,Embiotoca lateralis,0,mobile.sm.inv.eating.fish
2012,GOLB,FISH,Girella nigricans,0,herbivorous.fish
2012,GOLB,FISH,Hypsypops rubicundus,0,mobile.sm.inv.eating.fish
2012,GOLB,FISH,Lythrypnus dalli,0,territor.sm.inv.eating.fish
2012,GOLB,FISH,Oxyjulis californica,0,mobile.sm.inv.eating.fish
2012,GOLB,FISH,Paralabrax clathratus,0,piscivores
2012,GOLB,FISH,Rhacochilus vacca,0,mobile.sm.inv.eating.fish
2012,GOLB,FISH,Rhinogobiops nicholsii,0,territor.sm.inv.eating.fish
2012,GOLB,FISH,Sebastes atrovirens,4,piscivores
2012,GOLB,FISH,Sebastes mystinus,0,planktivorous.fish
2012,GOLB,FISH,Sebastes serranoides,0,piscivores
2012,GOLB,FISH,Semicossyphus pulcher,0,lg.inv.eating.fish
2012,IVEE,FISH,Alloclinus holderi,0,mobile.sm.inv.eating.fish
2012,IVEE,FISH,Chromis punctipinnis,0,planktivorous.fish
2012,IVEE,FISH,Embiotoca jacksoni,6,mobile.sm.inv.eating.fish
2012,IVEE,FISH,Embiotoca lateralis,0,mobile.sm.inv.eating.fish
2012,IVEE,FISH,Girella nigricans,0,herbivorous.fish
2012,IVEE,FISH,Hypsypops rubicundus,0,mobile.sm.inv.eating.fish
2012,IVEE,FISH,Lythrypnus dalli,0,territor.sm.inv.eating.fish
2012,IVEE,FISH,Oxyjulis californica,22,mobile.sm.inv.eating.fish
2012,IVEE,FISH,Paralabrax clathratus,6,piscivores
2012,IVEE,FISH,Rhacochilus vacca,4,mobile.sm.inv.eating.fish
2012,IVEE,FISH,Rhinogobiops nicholsii,0,territor.sm.inv.eating.fish
2012,IVEE,FISH,Sebastes atrovirens,0,piscivores
2012,IVEE,FISH,Sebastes mystinus,0,planktivorous.fish
2012,IVEE,FISH,Sebastes serranoides,1,piscivores
2012,IVEE,FISH,Semicossyphus pulcher,0,lg.inv.eating.fish
2012,MOHK,FISH,Alloclinus holderi,0,mobile.sm.inv.eating.fish
2012,MOHK,FISH,Chromis punctipinnis,0,planktivorous.fish
2012,MOHK,FISH,Embiotoca jacksoni,8,mobile.sm.inv.eating.fish
2012,MOHK,FISH,Embiotoca lateralis,0,mobile.sm.inv.eating.fish
2012,MOHK,FISH,Girella nigricans,3,herbivorous.fish
2012,MOHK,FISH,Hypsypops rubicundus,2,mobile.sm.inv.eating.fish
2012,MOHK,FISH,Lythrypnus dalli,0,territor.sm.inv.eating.fish
2012,MOHK,FISH,Oxyjulis californica,2,mobile.sm.inv.eating.fish
2012,MOHK,FISH,Paralabrax clathratus,0,piscivores
2012,MOHK,FISH,Rhacochilus vacca,1,mobile.sm.inv.eating.fish
2012,MOHK,FISH,Rhinogobiops nicholsii,0,territor.sm.inv.eating.fish
2012,MOHK,FISH,Sebastes atrovirens,4,piscivores
2012,MOHK,FISH,Sebastes mystinus,2,planktivorous.fish
2012,MOHK,FISH,Sebastes serranoides,1,piscivores
2012,MOHK,FISH,Semicossyphus pulcher,1,lg.inv.eating.fish
2012,NAPL,FISH,Alloclinus holderi,0,mobile.sm.inv.eating.fish
2012,NAPL,FISH,Chromis punctipinnis,0,planktivorous.fish
2012,NAPL,FISH,Embiotoca jacksoni,15,mobile.sm.inv.eating.fish
2012,NAPL,FISH,Embiotoca lateralis,1,mobile.sm.inv.eating.fish
2012,NAPL,FISH,Girella nigricans,0,herbivorous.fish
2012,NAPL,FISH,Hypsypops rubicundus,0,mobile.sm.inv.eating.fish
2012,NAPL,FISH,Lythrypnus dalli,0,territor.sm.inv.eating.fish
2012,NAPL,FISH,Oxyjulis californica,98,mobile.sm.inv.eating.fish
2012,NAPL,FISH,Paralabrax clathratus,7,piscivores
2012,NAPL,FISH,Rhacochilus vacca,12,mobile.sm.inv.eating.fish
2012,NAPL,FISH,Rhinogobiops nicholsii,18,territor.sm.inv.eating.fish
2012,NAPL,FISH,Sebastes atrovirens,5,piscivores
2012,NAPL,FISH,Sebastes mystinus,50,planktivorous.fish
2012,NAPL,FISH,Sebastes serranoides,5,piscivores
2012,NAPL,FISH,Semicossyphus pulcher,16,lg.inv.eating.fish
2012,SCDI,FISH,Alloclinus holderi,0,mobile.sm.inv.eating.fish
2012,SCDI,FISH,Chromis punctipinnis,0,planktivorous.fish
2012,SCDI,FISH,Embiotoca jacksoni,5,mobile.sm.inv.eating.fish
2012,SCDI,FISH,Embiotoca lateralis,3,mobile.sm.inv.eating.fish
2012,SCDI,FISH,Girella nigricans,24,herbivorous.fish
2012,SCDI,FISH,Hypsypops rubicundus,2,mobile.sm.inv.eating.fish
2012,SCDI,FISH,Lythrypnus dalli,0,territor.sm.inv.eating.fish
2012,SCDI,FISH,Oxyjulis californica,6,mobile.sm.inv.eating.fish
2012,SCDI,FISH,Paralabrax clathratus,1,piscivores
2012,SCDI,FISH,Rhacochilus vacca,5,mobile.sm.inv.eating.fish
2012,SCDI,FISH,Rhinogobiops nicholsii,22,territor.sm.inv.eating.fish
2012,SCDI,FISH,Sebastes atrovirens,4,piscivores
2012,SCDI,FISH,Sebastes mystinus,6,planktivorous.fish
2012,SCDI,FISH,Sebastes serranoides,0,piscivores
2012,SCDI,FISH,Semicossyphus pulcher,5,lg.inv.eating.fish
2012,SCTW,FISH,Alloclinus holderi,0,mobile.sm.inv.eating.fish
2012,SCTW,FISH,Chromis punctipinnis,1,planktivorous.fish
2012,SCTW,FISH,Embiotoca jacksoni,7,mobile.sm.inv.eating.fish
2012,SCTW,FISH,Embiotoca lateralis,2,mobile.sm.inv.eating.fish
2012,SCTW,FISH,Girella nigricans,0,herbivorous.fish
2012,SCTW,FISH,Hypsypops rubicundus,6,mobile.sm.inv.eating.fish
2012,SCTW,FISH,Lythrypnus dalli,0,territor.sm.inv.eating.fish
2012,SCTW,FISH,Oxyjulis californica,2,mobile.sm.inv.eating.fish
2012,SCTW,FISH,Paralabrax clathratus,3,piscivores
2012,SCTW,FISH,Rhacochilus vacca,11,mobile.sm.inv.eating.fish
2012,SCTW,FISH,Rhinogobiops nicholsii,76,territor.sm.inv.eating.fish
2012,SCTW,FISH,Sebastes atrovirens,2,piscivores
2012,SCTW,FISH,Sebastes mystinus,16,planktivorous.fish
2012,SCTW,FISH,Sebastes serranoides,2,piscivores
2012,SCTW,FISH,Semicossyphus pulcher,5,lg.inv.eating.fish
2013,ABUR,FISH,Alloclinus holderi,0,mobile.sm.inv.eating.fish
2013,ABUR,FISH,Chromis punctipinnis,0,planktivorous.fish
2013,ABUR,FISH,Embiotoca jacksoni,0,mobile.sm.inv.eating.fish
2013,ABUR,FISH,Embiotoca lateralis,0,mobile.sm.inv.eating.fish
2013,ABUR,FISH,Girella nigricans,0,herbivorous.fish
2013,ABUR,FISH,Hypsypops rubicundus,0,mobile.sm.inv.eating.fish
2013,ABUR,FISH,Lythrypnus dalli,0,territor.sm.inv.eating.fish
2013,ABUR,FISH,Oxyjulis californica,5,mobile.sm.inv.eating.fish
2013,ABUR,FISH,Paralabrax clathratus,9,piscivores
2013,ABUR,FISH,Rhacochilus vacca,3,mobile.sm.inv.eating.fish
2013,ABUR,FISH,Rhinogobiops nicholsii,0,territor.sm.inv.eating.fish
2013,ABUR,FISH,Sebastes atrovirens,0,piscivores
2013,ABUR,FISH,Sebastes mystinus,0,planktivorous.fish
2013,ABUR,FISH,Sebastes serranoides,0,piscivores
2013,ABUR,FISH,Semicossyphus pulcher,0,lg.inv.eating.fish
2013,AHND,FISH,Alloclinus holderi,0,mobile.sm.inv.eating.fish
2013,AHND,FISH,Chromis punctipinnis,0,planktivorous.fish
2013,AHND,FISH,Embiotoca jacksoni,10,mobile.sm.inv.eating.fish
2013,AHND,FISH,Embiotoca lateralis,0,mobile.sm.inv.eating.fish
2013,AHND,FISH,Girella nigricans,0,herbivorous.fish
2013,AHND,FISH,Hypsypops rubicundus,0,mobile.sm.inv.eating.fish
2013,AHND,FISH,Lythrypnus dalli,0,territor.sm.inv.eating.fish
2013,AHND,FISH,Oxyjulis californica,0,mobile.sm.inv.eating.fish
2013,AHND,FISH,Paralabrax clathratus,1,piscivores
2013,AHND,FISH,Rhacochilus vacca,2,mobile.sm.inv.eating.fish
2013,AHND,FISH,Rhinogobiops nicholsii,0,territor.sm.inv.eating.fish
2013,AHND,FISH,Sebastes atrovirens,0,piscivores
2013,AHND,FISH,Sebastes mystinus,0,planktivorous.fish
2013,AHND,FISH,Sebastes serranoides,0,piscivores
2013,AHND,FISH,Semicossyphus pulcher,0,lg.inv.eating.fish
2013,AQUE,FISH,Alloclinus holderi,1,mobile.sm.inv.eating.fish
2013,AQUE,FISH,Chromis punctipinnis,0,planktivorous.fish
2013,AQUE,FISH,Embiotoca jacksoni,27,mobile.sm.inv.eating.fish
2013,AQUE,FISH,Embiotoca lateralis,0,mobile.sm.inv.eating.fish
2013,AQUE,FISH,Girella nigricans,0,herbivorous.fish
2013,AQUE,FISH,Hypsypops rubicundus,0,mobile.sm.inv.eating.fish
2013,AQUE,FISH,Lythrypnus dalli,0,territor.sm.inv.eating.fish
2013,AQUE,FISH,Oxyjulis californica,2,mobile.sm.inv.eating.fish
2013,AQUE,FISH,Paralabrax clathratus,2,piscivores
2013,AQUE,FISH,Rhacochilus vacca,4,mobile.sm.inv.eating.fish
2013,AQUE,FISH,Rhinogobiops nicholsii,27,territor.sm.inv.eating.fish
2013,AQUE,FISH,Sebastes atrovirens,3,piscivores
2013,AQUE,FISH,Sebastes mystinus,40,planktivorous.fish
2013,AQUE,FISH,Sebastes serranoides,0,piscivores
2013,AQUE,FISH,Semicossyphus pulcher,1,lg.inv.eating.fish
2013,BULL,FISH,Alloclinus holderi,0,mobile.sm.inv.eating.fish
2013,BULL,FISH,Chromis punctipinnis,0,planktivorous.fish
2013,BULL,FISH,Embiotoca jacksoni,0,mobile.sm.inv.eating.fish
2013,BULL,FISH,Embiotoca lateralis,0,mobile.sm.inv.eating.fish
2013,BULL,FISH,Girella nigricans,0,herbivorous.fish
2013,BULL,FISH,Hypsypops rubicundus,0,mobile.sm.inv.eating.fish
2013,BULL,FISH,Lythrypnus dalli,0,territor.sm.inv.eating.fish
2013,BULL,FISH,Oxyjulis californica,0,mobile.sm.inv.eating.fish
2013,BULL,FISH,Paralabrax clathratus,2,piscivores
2013,BULL,FISH,Rhacochilus vacca,0,mobile.sm.inv.eating.fish
2013,BULL,FISH,Rhinogobiops nicholsii,0,territor.sm.inv.eating.fish
2013,BULL,FISH,Sebastes atrovirens,0,piscivores
2013,BULL,FISH,Sebastes mystinus,3,planktivorous.fish
2013,BULL,FISH,Sebastes serranoides,0,piscivores
2013,BULL,FISH,Semicossyphus pulcher,0,lg.inv.eating.fish
2013,CARP,FISH,Alloclinus holderi,4,mobile.sm.inv.eating.fish
2013,CARP,FISH,Chromis punctipinnis,0,planktivorous.fish
2013,CARP,FISH,Embiotoca jacksoni,2,mobile.sm.inv.eating.fish
2013,CARP,FISH,Embiotoca lateralis,0,mobile.sm.inv.eating.fish
2013,CARP,FISH,Girella nigricans,2,herbivorous.fish
2013,CARP,FISH,Hypsypops rubicundus,1,mobile.sm.inv.eating.fish
2013,CARP,FISH,Lythrypnus dalli,0,territor.sm.inv.eating.fish
2013,CARP,FISH,Oxyjulis californica,8,mobile.sm.inv.eating.fish
2013,CARP,FISH,Paralabrax clathratus,4,piscivores
2013,CARP,FISH,Rhacochilus vacca,1,mobile.sm.inv.eating.fish
2013,CARP,FISH,Rhinogobiops nicholsii,6,territor.sm.inv.eating.fish
2013,CARP,FISH,Sebastes atrovirens,0,piscivores
2013,CARP,FISH,Sebastes mystinus,1,planktivorous.fish
2013,CARP,FISH,Sebastes serranoides,0,piscivores
2013,CARP,FISH,Semicossyphus pulcher,3,lg.inv.eating.fish
2013,GOLB,FISH,Alloclinus holderi,0,mobile.sm.inv.eating.fish
2013,GOLB,FISH,Chromis punctipinnis,0,planktivorous.fish
2013,GOLB,FISH,Embiotoca jacksoni,0,mobile.sm.inv.eating.fish
2013,GOLB,FISH,Embiotoca lateralis,0,mobile.sm.inv.eating.fish
2013,GOLB,FISH,Girella nigricans,0,herbivorous.fish
2013,GOLB,FISH,Hypsypops rubicundus,0,mobile.sm.inv.eating.fish
2013,GOLB,FISH,Lythrypnus dalli,0,territor.sm.inv.eating.fish
2013,GOLB,FISH,Oxyjulis californica,0,mobile.sm.inv.eating.fish
2013,GOLB,FISH,Paralabrax clathratus,0,piscivores
2013,GOLB,FISH,Rhacochilus vacca,0,mobile.sm.inv.eating.fish
2013,GOLB,FISH,Rhinogobiops nicholsii,0,territor.sm.inv.eating.fish
2013,GOLB,FISH,Sebastes atrovirens,1,piscivores
2013,GOLB,FISH,Sebastes mystinus,0,planktivorous.fish
2013,GOLB,FISH,Sebastes serranoides,0,piscivores
2013,GOLB,FISH,Semicossyphus pulcher,0,lg.inv.eating.fish
2013,IVEE,FISH,Alloclinus holderi,0,mobile.sm.inv.eating.fish
2013,IVEE,FISH,Chromis punctipinnis,0,planktivorous.fish
2013,IVEE,FISH,Embiotoca jacksoni,8,mobile.sm.inv.eating.fish
2013,IVEE,FISH,Embiotoca lateralis,0,mobile.sm.inv.eating.fish
2013,IVEE,FISH,Girella nigricans,0,herbivorous.fish
2013,IVEE,FISH,Hypsypops rubicundus,0,mobile.sm.inv.eating.fish
2013,IVEE,FISH,Lythrypnus dalli,0,territor.sm.inv.eating.fish
2013,IVEE,FISH,Oxyjulis californica,3,mobile.sm.inv.eating.fish
2013,IVEE,FISH,Paralabrax clathratus,0,piscivores
2013,IVEE,FISH,Rhacochilus vacca,2,mobile.sm.inv.eating.fish
2013,IVEE,FISH,Rhinogobiops nicholsii,0,territor.sm.inv.eating.fish
2013,IVEE,FISH,Sebastes atrovirens,1,piscivores
2013,IVEE,FISH,Sebastes mystinus,0,planktivorous.fish
2013,IVEE,FISH,Sebastes serranoides,0,piscivores
2013,IVEE,FISH,Semicossyphus pulcher,1,lg.inv.eating.fish
2013,MOHK,FISH,Alloclinus holderi,0,mobile.sm.inv.eating.fish
2013,MOHK,FISH,Chromis punctipinnis,0,planktivorous.fish
2013,MOHK,FISH,Embiotoca jacksoni,6,mobile.sm.inv.eating.fish
2013,MOHK,FISH,Embiotoca lateralis,0,mobile.sm.inv.eating.fish
2013,MOHK,FISH,Girella nigricans,1,herbivorous.fish
2013,MOHK,FISH,Hypsypops rubicundus,2,mobile.sm.inv.eating.fish
2013,MOHK,FISH,Lythrypnus dalli,0,territor.sm.inv.eating.fish
2013,MOHK,FISH,Oxyjulis californica,0,mobile.sm.inv.eating.fish
2013,MOHK,FISH,Paralabrax clathratus,0,piscivores
2013,MOHK,FISH,Rhacochilus vacca,0,mobile.sm.inv.eating.fish
2013,MOHK,FISH,Rhinogobiops nicholsii,0,territor.sm.inv.eating.fish
2013,MOHK,FISH,Sebastes atrovirens,0,piscivores
2013,MOHK,FISH,Sebastes mystinus,12,planktivorous.fish
2013,MOHK,FISH,Sebastes serranoides,0,piscivores
2013,MOHK,FISH,Semicossyphus pulcher,1,lg.inv.eating.fish
2013,NAPL,FISH,Alloclinus holderi,1,mobile.sm.inv.eating.fish
2013,NAPL,FISH,Chromis punctipinnis,0,planktivorous.fish
2013,NAPL,FISH,Embiotoca jacksoni,56,mobile.sm.inv.eating.fish
2013,NAPL,FISH,Embiotoca lateralis,4,mobile.sm.inv.eating.fish
2013,NAPL,FISH,Girella nigricans,0,herbivorous.fish
2013,NAPL,FISH,Hypsypops rubicundus,1,mobile.sm.inv.eating.fish
2013,NAPL,FISH,Lythrypnus dalli,0,territor.sm.inv.eating.fish
2013,NAPL,FISH,Oxyjulis californica,45,mobile.sm.inv.eating.fish
2013,NAPL,FISH,Paralabrax clathratus,9,piscivores
2013,NAPL,FISH,Rhacochilus vacca,27,mobile.sm.inv.eating.fish
2013,NAPL,FISH,Rhinogobiops nicholsii,11,territor.sm.inv.eating.fish
2013,NAPL,FISH,Sebastes atrovirens,7,piscivores
2013,NAPL,FISH,Sebastes mystinus,108,planktivorous.fish
2013,NAPL,FISH,Sebastes serranoides,4,piscivores
2013,NAPL,FISH,Semicossyphus pulcher,18,lg.inv.eating.fish
2013,SCDI,FISH,Alloclinus holderi,0,mobile.sm.inv.eating.fish
2013,SCDI,FISH,Chromis punctipinnis,0,planktivorous.fish
2013,SCDI,FISH,Embiotoca jacksoni,8,mobile.sm.inv.eating.fish
2013,SCDI,FISH,Embiotoca lateralis,2,mobile.sm.inv.eating.fish
2013,SCDI,FISH,Girella nigricans,0,herbivorous.fish
2013,SCDI,FISH,Hypsypops rubicundus,2,mobile.sm.inv.eating.fish
2013,SCDI,FISH,Lythrypnus dalli,1,territor.sm.inv.eating.fish
2013,SCDI,FISH,Oxyjulis californica,8,mobile.sm.inv.eating.fish
2013,SCDI,FISH,Paralabrax clathratus,1,piscivores
2013,SCDI,FISH,Rhacochilus vacca,12,mobile.sm.inv.eating.fish
2013,SCDI,FISH,Rhinogobiops nicholsii,30,territor.sm.inv.eating.fish
2013,SCDI,FISH,Sebastes atrovirens,2,piscivores
2013,SCDI,FISH,Sebastes mystinus,45,planktivorous.fish
2013,SCDI,FISH,Sebastes serranoides,0,piscivores
2013,SCDI,FISH,Semicossyphus pulcher,9,lg.inv.eating.fish
2013,SCTW,FISH,Alloclinus holderi,1,mobile.sm.inv.eating.fish
2013,SCTW,FISH,Chromis punctipinnis,40,planktivorous.fish
2013,SCTW,FISH,Embiotoca jacksoni,19,mobile.sm.inv.eating.fish
2013,SCTW,FISH,Embiotoca lateralis,3,mobile.sm.inv.eating.fish
2013,SCTW,FISH,Girella nigricans,5,herbivorous.fish
2013,SCTW,FISH,Hypsypops rubicundus,3,mobile.sm.inv.eating.fish
2013,SCTW,FISH,Lythrypnus dalli,0,territor.sm.inv.eating.fish
2013,SCTW,FISH,Oxyjulis californica,20,mobile.sm.inv.eating.fish
2013,SCTW,FISH,Paralabrax clathratus,141,piscivores
2013,SCTW,FISH,Rhacochilus vacca,33,mobile.sm.inv.eating.fish
2013,SCTW,FISH,Rhinogobiops nicholsii,82,territor.sm.inv.eating.fish
2013,SCTW,FISH,Sebastes atrovirens,11,piscivores
2013,SCTW,FISH,Sebastes mystinus,109,planktivorous.fish
2013,SCTW,FISH,Sebastes serranoides,1,piscivores
2013,SCTW,FISH,Semicossyphus pulcher,7,lg.inv.eating.fish
2014,ABUR,FISH,Alloclinus holderi,0,mobile.sm.inv.eating.fish
2014,ABUR,FISH,Chromis punctipinnis,0,planktivorous.fish
2014,ABUR,FISH,Embiotoca jacksoni,5,mobile.sm.inv.eating.fish
2014,ABUR,FISH,Embiotoca lateralis,0,mobile.sm.inv.eating.fish
2014,ABUR,FISH,Girella nigricans,0,herbivorous.fish
2014,ABUR,FISH,Hypsypops rubicundus,0,mobile.sm.inv.eating.fish
2014,ABUR,FISH,Lythrypnus dalli,0,territor.sm.inv.eating.fish
2014,ABUR,FISH,Oxyjulis californica,57,mobile.sm.inv.eating.fish
2014,ABUR,FISH,Paralabrax clathratus,10,piscivores
2014,ABUR,FISH,Rhacochilus vacca,0,mobile.sm.inv.eating.fish
2014,ABUR,FISH,Rhinogobiops nicholsii,0,territor.sm.inv.eating.fish
2014,ABUR,FISH,Sebastes atrovirens,0,piscivores
2014,ABUR,FISH,Sebastes mystinus,0,planktivorous.fish
2014,ABUR,FISH,Sebastes serranoides,4,piscivores
2014,ABUR,FISH,Semicossyphus pulcher,0,lg.inv.eating.fish
2014,AHND,FISH,Alloclinus holderi,0,mobile.sm.inv.eating.fish
2014,AHND,FISH,Chromis punctipinnis,0,planktivorous.fish
2014,AHND,FISH,Embiotoca jacksoni,3,mobile.sm.inv.eating.fish
2014,AHND,FISH,Embiotoca lateralis,0,mobile.sm.inv.eating.fish
2014,AHND,FISH,Girella nigricans,0,herbivorous.fish
2014,AHND,FISH,Hypsypops rubicundus,0,mobile.sm.inv.eating.fish
2014,AHND,FISH,Lythrypnus dalli,0,territor.sm.inv.eating.fish
2014,AHND,FISH,Oxyjulis californica,1,mobile.sm.inv.eating.fish
2014,AHND,FISH,Paralabrax clathratus,1,piscivores
2014,AHND,FISH,Rhacochilus vacca,0,mobile.sm.inv.eating.fish
2014,AHND,FISH,Rhinogobiops nicholsii,0,territor.sm.inv.eating.fish
2014,AHND,FISH,Sebastes atrovirens,0,piscivores
2014,AHND,FISH,Sebastes mystinus,0,planktivorous.fish
2014,AHND,FISH,Sebastes serranoides,0,piscivores
2014,AHND,FISH,Semicossyphus pulcher,0,lg.inv.eating.fish
2014,AQUE,FISH,Alloclinus holderi,0,mobile.sm.inv.eating.fish
2014,AQUE,FISH,Chromis punctipinnis,0,planktivorous.fish
2014,AQUE,FISH,Embiotoca jacksoni,24,mobile.sm.inv.eating.fish
2014,AQUE,FISH,Embiotoca lateralis,0,mobile.sm.inv.eating.fish
2014,AQUE,FISH,Girella nigricans,0,herbivorous.fish
2014,AQUE,FISH,Hypsypops rubicundus,0,mobile.sm.inv.eating.fish
2014,AQUE,FISH,Lythrypnus dalli,0,territor.sm.inv.eating.fish
2014,AQUE,FISH,Oxyjulis californica,12,mobile.sm.inv.eating.fish
2014,AQUE,FISH,Paralabrax clathratus,9,piscivores
2014,AQUE,FISH,Rhacochilus vacca,4,mobile.sm.inv.eating.fish
2014,AQUE,FISH,Rhinogobiops nicholsii,40,territor.sm.inv.eating.fish
2014,AQUE,FISH,Sebastes atrovirens,3,piscivores
2014,AQUE,FISH,Sebastes mystinus,3,planktivorous.fish
2014,AQUE,FISH,Sebastes serranoides,20,piscivores
2014,AQUE,FISH,Semicossyphus pulcher,0,lg.inv.eating.fish
2014,BULL,FISH,Alloclinus holderi,0,mobile.sm.inv.eating.fish
2014,BULL,FISH,Chromis punctipinnis,0,planktivorous.fish
2014,BULL,FISH,Embiotoca jacksoni,0,mobile.sm.inv.eating.fish
2014,BULL,FISH,Embiotoca lateralis,0,mobile.sm.inv.eating.fish
2014,BULL,FISH,Girella nigricans,0,herbivorous.fish
2014,BULL,FISH,Hypsypops rubicundus,0,mobile.sm.inv.eating.fish
2014,BULL,FISH,Lythrypnus dalli,0,territor.sm.inv.eating.fish
2014,BULL,FISH,Oxyjulis californica,0,mobile.sm.inv.eating.fish
2014,BULL,FISH,Paralabrax clathratus,0,piscivores
2014,BULL,FISH,Rhacochilus vacca,0,mobile.sm.inv.eating.fish
2014,BULL,FISH,Rhinogobiops nicholsii,0,territor.sm.inv.eating.fish
2014,BULL,FISH,Sebastes atrovirens,5,piscivores
2014,BULL,FISH,Sebastes mystinus,0,planktivorous.fish
2014,BULL,FISH,Sebastes serranoides,0,piscivores
2014,BULL,FISH,Semicossyphus pulcher,0,lg.inv.eating.fish
2014,CARP,FISH,Alloclinus holderi,0,mobile.sm.inv.eating.fish
2014,CARP,FISH,Chromis punctipinnis,5,planktivorous.fish
2014,CARP,FISH,Embiotoca jacksoni,2,mobile.sm.inv.eating.fish
2014,CARP,FISH,Embiotoca lateralis,1,mobile.sm.inv.eating.fish
2014,CARP,FISH,Girella nigricans,0,herbivorous.fish
2014,CARP,FISH,Hypsypops rubicundus,0,mobile.sm.inv.eating.fish
2014,CARP,FISH,Lythrypnus dalli,0,territor.sm.inv.eating.fish
2014,CARP,FISH,Oxyjulis californica,52,mobile.sm.inv.eating.fish
2014,CARP,FISH,Paralabrax clathratus,5,piscivores
2014,CARP,FISH,Rhacochilus vacca,4,mobile.sm.inv.eating.fish
2014,CARP,FISH,Rhinogobiops nicholsii,3,territor.sm.inv.eating.fish
2014,CARP,FISH,Sebastes atrovirens,0,piscivores
2014,CARP,FISH,Sebastes mystinus,0,planktivorous.fish
2014,CARP,FISH,Sebastes serranoides,0,piscivores
2014,CARP,FISH,Semicossyphus pulcher,2,lg.inv.eating.fish
2014,GOLB,FISH,Alloclinus holderi,0,mobile.sm.inv.eating.fish
2014,GOLB,FISH,Chromis punctipinnis,0,planktivorous.fish
2014,GOLB,FISH,Embiotoca jacksoni,0,mobile.sm.inv.eating.fish
2014,GOLB,FISH,Embiotoca lateralis,0,mobile.sm.inv.eating.fish
2014,GOLB,FISH,Girella nigricans,0,herbivorous.fish
2014,GOLB,FISH,Hypsypops rubicundus,0,mobile.sm.inv.eating.fish
2014,GOLB,FISH,Lythrypnus dalli,0,territor.sm.inv.eating.fish
2014,GOLB,FISH,Oxyjulis californica,0,mobile.sm.inv.eating.fish
2014,GOLB,FISH,Paralabrax clathratus,1,piscivores
2014,GOLB,FISH,Rhacochilus vacca,0,mobile.sm.inv.eating.fish
2014,GOLB,FISH,Rhinogobiops nicholsii,0,territor.sm.inv.eating.fish
2014,GOLB,FISH,Sebastes atrovirens,0,piscivores
2014,GOLB,FISH,Sebastes mystinus,0,planktivorous.fish
2014,GOLB,FISH,Sebastes serranoides,0,piscivores
2014,GOLB,FISH,Semicossyphus pulcher,0,lg.inv.eating.fish
2014,IVEE,FISH,Alloclinus holderi,0,mobile.sm.inv.eating.fish
2014,IVEE,FISH,Chromis punctipinnis,0,planktivorous.fish
2014,IVEE,FISH,Embiotoca jacksoni,13,mobile.sm.inv.eating.fish
